OrgID,RegionCode,RegionDescription,ParentLocationID,ParentLocation,FacilityID,FacilityZIP,LegacyFacilityID,Park,UseType,CampsiteID,CampsiteName,CampsiteType,TypeOfUse,Loop,CampsiteAccessible,CampsiteLongitude,CampsiteLatitude,avgBookingWindow
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,492,B061,STANDARD ELECTRIC,Overnight,Loop B,FALSE,-112.988651,37.194143,76.5
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,369,C002,TENT ONLY NONELECTRIC,Overnight,Loop C,FALSE,-112.987103,37.197167,111.478723404255
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,344,C003,TENT ONLY NONELECTRIC,Overnight,Loop C,FALSE,-112.987393,37.197124,118.558659217877
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,393,C004,TENT ONLY NONELECTRIC,Overnight,Loop C,FALSE,-112.98745,37.197,107.197860962567
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,355,C005,TENT ONLY NONELECTRIC,Overnight,Loop C,FALSE,-112.987272,37.196862,95.1805555555556
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,487,C006,TENT ONLY NONELECTRIC,Overnight,Loop C,FALSE,-112.987533,37.196834,105.369230769231
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,356,C007,TENT ONLY NONELECTRIC,Overnight,Loop C,FALSE,-112.98735,37.196671,94.5951219512195
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,423,C008,TENT ONLY NONELECTRIC,Overnight,Loop C,FALSE,-112.98743,37.196521,102.801169590643
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,400,C009,TENT ONLY NONELECTRIC,Overnight,Loop C,FALSE,-112.987655,37.19657,112.349726775956
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,415,C010,TENT ONLY NONELECTRIC,Overnight,Loop C,FALSE,-112.987736,37.196363,95.7351351351351
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,384,C011,TENT ONLY NONELECTRIC,Overnight,Loop C,FALSE,-112.987493,37.196306,97.1116751269036
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,510,C012,TENT ONLY NONELECTRIC,Overnight,Loop C,FALSE,-112.987405,37.1962,97.6542553191489
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,450,C013,TENT ONLY NONELECTRIC,Overnight,Loop C,FALSE,-112.987262,37.196135,97.5164835164835
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,424,C014,TENT ONLY NONELECTRIC,Overnight,Loop C,TRUE,-112.987491,37.196017,109.288888888889
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,366,C015,TENT ONLY NONELECTRIC,Overnight,Loop C,FALSE,-112.987275,37.195927,105.05291005291
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,360,C016HC,MANAGEMENT,Overnight,Loop C,TRUE,-112.986969,37.196066,86.9944134078212
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,463,C017,TENT ONLY NONELECTRIC,Overnight,Loop C,FALSE,-112.986729,37.196013,96.9820359281437
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,426,C018,TENT ONLY NONELECTRIC,Overnight,Loop C,FALSE,-112.986671,37.196171,99.4914285714286
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,458,C019,TENT ONLY NONELECTRIC,Overnight,Loop C,FALSE,-112.986653,37.196327,110.98064516129
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,397,C020,TENT ONLY NONELECTRIC,Overnight,Loop C,TRUE,-112.986886,37.196367,87.4521276595745
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,447,C021,TENT ONLY NONELECTRIC,Overnight,Loop C,FALSE,-112.98686,37.196516,100.216374269006
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,511,C022,TENT ONLY NONELECTRIC,Overnight,Loop C,FALSE,-112.986627,37.196514,101.769662921348
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,441,C023,TENT ONLY NONELECTRIC,Overnight,Loop C,FALSE,-112.98686,37.196658,103.576271186441
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,438,C024,TENT ONLY NONELECTRIC,Overnight,Loop C,FALSE,-112.986625,37.196658,105.823529411765
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,488,C025,TENT ONLY NONELECTRIC,Overnight,Loop C,FALSE,-112.986605,37.19681,98.3807106598985
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,474,C026,TENT ONLY NONELECTRIC,Overnight,Loop C,FALSE,-112.986844,37.196835,102.125748502994
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,391,C027,TENT ONLY NONELECTRIC,Overnight,Loop C,FALSE,-112.986593,37.196972,114.653179190751
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,419,C028,TENT ONLY NONELECTRIC,Overnight,Loop C,FALSE,-112.986832,37.196975,106.881355932203
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,398,D001,TENT ONLY NONELECTRIC,Overnight,Loop D,FALSE,-112.986282,37.19708,102.594285714286
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,413,D002,TENT ONLY NONELECTRIC,Overnight,Loop D,FALSE,-112.986075,37.196942,97.9766081871345
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,349,D003,TENT ONLY NONELECTRIC,Overnight,Loop D,FALSE,-112.986304,37.196943,96.989010989011
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,493,D004,TENT ONLY NONELECTRIC,Overnight,Loop D,FALSE,-112.986104,37.196777,92.1807228915663
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,362,D005,TENT ONLY NONELECTRIC,Overnight,Loop D,FALSE,-112.986346,37.196774,108.777777777778
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,418,D006,TENT ONLY NONELECTRIC,Overnight,Loop D,FALSE,-112.986144,37.196621,99.4848484848485
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,483,D008,TENT ONLY NONELECTRIC,Overnight,Loop D,FALSE,-112.986187,37.196471,91.3461538461539
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,399,D009,TENT ONLY NONELECTRIC,Overnight,Loop D,FALSE,-112.986417,37.196488,86.4606741573034
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,351,D010,TENT ONLY NONELECTRIC,Overnight,Loop D,FALSE,-112.986457,37.196332,104.150684931507
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,428,D011,TENT ONLY NONELECTRIC,Overnight,Loop D,TRUE,-112.986269,37.196124,103.018987341772
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,371,D012,TENT ONLY NONELECTRIC,Overnight,Loop D,FALSE,-112.986534,37.196014,97.8837209302326
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,380,D013,TENT ONLY NONELECTRIC,Overnight,Loop D,FALSE,-112.986307,37.195953,98.1410256410256
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,386,D014,TENT ONLY NONELECTRIC,Overnight,Loop D,FALSE,-112.98657,37.195845,103.706896551724
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,342,D015,TENT ONLY NONELECTRIC,Overnight,Loop D,FALSE,-112.98633,37.195775,114.048275862069
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,470,D016HC,MANAGEMENT,Overnight,Loop D,TRUE,-112.986524,37.195652,101.089473684211
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,460,D017,TENT ONLY NONELECTRIC,Overnight,Loop D,FALSE,-112.986359,37.19552,107.657458563536
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,363,D018,TENT ONLY NONELECTRIC,Overnight,Loop D,FALSE,-112.986159,37.195664,105.320261437909
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,506,D019,TENT ONLY NONELECTRIC,Overnight,Loop D,FALSE,-112.986114,37.195466,116.337142857143
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,390,D020,TENT ONLY NONELECTRIC,Overnight,Loop D,FALSE,-112.985796,37.195535,116.892857142857
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,448,D021,TENT ONLY NONELECTRIC,Overnight,Loop D,FALSE,-112.985667,37.195655,107.098684210526
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,435,D022,TENT ONLY NONELECTRIC,Overnight,Loop D,FALSE,-112.985865,37.195751,96.8823529411765
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,465,D023,TENT ONLY NONELECTRIC,Overnight,Loop D,FALSE,-112.985786,37.195873,95.4857142857143
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,381,D024,TENT ONLY NONELECTRIC,Overnight,Loop D,FALSE,-112.985547,37.195841,92.1421319796954
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,350,D025,TENT ONLY NONELECTRIC,Overnight,Loop D,FALSE,-112.985487,37.19599,106.814569536424
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,494,D026,TENT ONLY NONELECTRIC,Overnight,Loop D,FALSE,-112.985722,37.196014,92.8842105263158
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,364,D027,TENT ONLY NONELECTRIC,Overnight,Loop D,FALSE,-112.985441,37.196157,92.7770700636943
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,477,D028,TENT ONLY NONELECTRIC,Overnight,Loop D,FALSE,-112.985685,37.196163,113.188811188811
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,416,D029,TENT ONLY NONELECTRIC,Overnight,Loop D,FALSE,-112.985429,37.196308,118.105263157895
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,429,D030,TENT ONLY NONELECTRIC,Overnight,Loop D,FALSE,-112.985667,37.196316,94.3296703296703
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,372,D031,TENT ONLY NONELECTRIC,Overnight,Loop D,FALSE,-112.985437,37.196505,109.720670391061
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,414,D032,TENT ONLY NONELECTRIC,Overnight,Loop D,FALSE,-112.985672,37.196504,92.2802197802198
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,512,D033,TENT ONLY NONELECTRIC,Overnight,Loop D,FALSE,-112.985478,37.19667,103.604651162791
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,498,D034,TENT ONLY NONELECTRIC,Overnight,Loop D,FALSE,-112.985731,37.196715,96.0984455958549
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,516,D035,TENT ONLY NONELECTRIC,Overnight,Loop D,FALSE,-112.985519,37.196792,106.982352941176
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,403,D036,TENT ONLY NONELECTRIC,Overnight,Loop D,FALSE,-112.985819,37.196823,91.6705882352941
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,515,D037,TENT ONLY NONELECTRIC,Overnight,Loop D,FALSE,-112.985596,37.19691,108.335570469799
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,513,D038,TENT ONLY NONELECTRIC,Overnight,Loop D,FALSE,-112.985707,37.197006,106.039325842697
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,517,D039,TENT ONLY NONELECTRIC,Overnight,Loop D,FALSE,-112.985933,37.196905,94.1388888888889
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,533,F001,WALK TO,Overnight,Loop F,FALSE,-112.985439,37.197185,115.433121019108
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,527,F002,WALK TO,Overnight,Loop F,FALSE,-112.985239,37.19718,89.6084337349398
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,526,F003,WALK TO,Overnight,Loop F,FALSE,-112.985294,37.197413,95.8253012048193
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,522,F004,WALK TO,Overnight,Loop F,FALSE,-112.985184,37.197553,108.213333333333
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,529,F005,WALK TO,Overnight,Loop F,FALSE,-112.985479,37.197554,96.5341614906832
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,519,F006,WALK TO,Overnight,Loop F,FALSE,-112.985332,37.197756,90.8926174496644
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,518,F007,WALK TO,Overnight,Loop F,FALSE,-112.985687,37.197781,101.924137931034
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,520,F008,WALK TO,Overnight,Loop F,FALSE,-112.985437,37.197881,95.4444444444444
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,524,F009,WALK TO,Overnight,Loop F,FALSE,-112.985795,37.197962,87.248447204969
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,532,F010,WALK TO,Overnight,Loop F,FALSE,-112.98563,37.198046,94.8278145695364
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,534,F011,WALK TO,Overnight,Loop F,FALSE,-112.985292,37.19798,107.729411764706
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,525,F012,WALK TO,Overnight,Loop F,FALSE,-112.985414,37.198222,95.1761006289308
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,530,F013,WALK TO,Overnight,Loop F,FALSE,-112.985969,37.198105,87.3391812865497
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,535,F014,WALK TO,Overnight,Loop F,FALSE,-112.986001,37.198306,93.7115384615385
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,528,F015,WALK TO,Overnight,Loop F,FALSE,-112.985808,37.19835,91.2075471698113
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,523,F016,WALK TO,Overnight,Loop F,FALSE,-112.985787,37.198511,87.1744186046512
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,521,F017,WALK TO,Overnight,Loop F,FALSE,-112.985532,37.198497,93.0552147239264
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,531,F018,WALK TO,Overnight,Loop F,FALSE,-112.985577,37.1987,90.8535031847134
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,333,Group Site E001,GROUP TENT ONLY AREA NONELECTRIC,Overnight,Zion Group Sites,FALSE,-112.987421,37.194671,102.823529411765
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,332,Group Site E002,GROUP TENT ONLY AREA NONELECTRIC,Overnight,Zion Group Sites,FALSE,-112.987818,37.19493,106.629032258065
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,335,Group Site E003,GROUP TENT ONLY AREA NONELECTRIC,Overnight,Zion Group Sites,FALSE,-112.987224,37.194918,110.558823529412
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,334,Group Site E004,GROUP TENT ONLY AREA NONELECTRIC,Overnight,Zion Group Sites,FALSE,-112.98674,37.195112,111.694736842105
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,336,Group Site E005,GROUP TENT ONLY AREA NONELECTRIC,Overnight,Zion Group Sites,FALSE,-112.987403,37.1955,97.1891891891892
128,ZION-1590,Zion National Park,74324,Intermountain Region,232445,84767,70923,Watchman (UT),Overnight,338,Group Site E007,GROUP TENT ONLY AREA NONELECTRIC,Overnight,Zion Group Sites,FALSE,-112.98774,37.195267,129.593406593407
